dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,graph_avg_speed,graph_shortest_distance,label
4.0,0.7071067811865476,20.0,0.9682458365518543,7.0,0.1805989963764693,172.0,1.5206906325745548,62.754851702332694,-0.03206643074842183,63.2049877526147,106.6478144657805,-2.0
2.0,0.5,26.0,1.299038105676658,8.0,0.15763764624237503,200.0,1.653594569415369,62.87123426812464,-0.03207955856860727,68.96689430948096,121.1911610777094,-2.0
2.0,0.4330127018922193,1.0,0.33071891388307384,7.0,0.1822236477335206,154.0,1.4737282653189494,66.90139993797,-0.0266183738217105,81.47838870783646,26.248809496813376,-2.0
4.0,0.6614378277661477,12.0,0.7071067811865476,6.0,0.22647981595000835,214.0,1.6393596310755,63.991247399947866,-0.030697340569009444,70.34472927322257,93.5475820129306,-2.0
6.0,0.82915619758885,7.0,0.6959705453537527,7.0,0.20054691695964044,228.0,1.6153559979150107,63.536075568219275,-0.022469995457138084,59.94372548183805,142.530219652912,-2.0
3.0,0.5994789404140899,3.0,0.4841229182759271,7.0,0.18959558363333026,200.0,1.653594569415369,62.45567248386692,-0.029352587848694996,68.67427709740572,106.6478144657805,-2.0
2.0,0.4330127018922193,16.0,1.0,7.0,0.20034095465346594,196.0,1.6153559979150107,64.31870260958584,-0.02805353487540578,81.47838870783646,26.248809496813376,-2.0
4.0,0.7071067811865476,16.0,1.3919410907075054,7.0,0.17802392662931996,198.0,1.6345871038277526,62.217486901273546,-0.0346068698808487,58.904753447354324,65.3368876780841,-2.0
2.0,0.5,30.0,0.82915619758885,7.0,0.18101293623422968,200.0,1.653594569415369,61.76676163348497,-0.027166037060226154,60.844679298021894,93.5475820129306,-2.0
4.0,0.6614378277661477,90.0,1.5,7.0,0.1720803273819051,198.0,1.6345871038277526,63.218515542701866,-0.031802090731614115,68.18653446452778,105.19950248448356,-2.0
3.0,0.5994789404140899,2.0,0.4330127018922193,7.0,0.20174888411803674,228.0,1.6153559979150107,62.09811880711,-0.029862987457581668,68.67427709740572,106.6478144657805,-2.0
2.0,0.4330127018922193,36.0,1.713913650100261,7.0,0.18427743043017986,194.0,1.595893166850463,64.3300499322634,-0.027500938708207596,81.47838870783646,26.248809496813376,-2.0
2.0,0.4330127018922193,1.0,0.33071891388307384,7.0,0.19031221854638788,198.0,1.6345871038277526,64.08156821053318,-0.028876814838733632,81.47838870783646,26.248809496813376,-2.0
2.0,0.5,4.0,0.6614378277661477,7.0,0.19162289779495495,202.0,1.6723860200324565,63.49394772431272,-0.023310682646936195,62.25229646674274,106.6478144657805,-2.0
3.0,0.5994789404140899,43.0,0.9270248108869579,8.0,0.17022284298648888,212.0,1.620185174601965,63.96265895061383,-0.02358745604164851,68.67427709740572,106.6478144657805,-2.0
4.0,0.6614378277661477,6.0,0.7071067811865476,7.0,0.16780062791087472,218.0,1.6770509831248424,64.27572454729426,-0.029090139649486205,70.34472927322257,93.5475820129306,-2.0
3.0,0.4841229182759271,28.0,1.3919410907075054,6.0,0.1978353225863261,256.0,1.713913650100261,61.52908959127785,-0.02669219053776949,82.26267908949649,29.0,-2.0
0.0,0.0,5.0,0.7806247497997998,7.0,0.1819754973437795,218.0,1.6770509831248424,63.24595467213303,-0.020716974040184685,0.0,0.0,-2.0
3.0,0.5994789404140899,22.0,1.479019945774904,7.0,0.1733187843339953,250.0,1.6583123951777,62.1007080316738,-0.03047422796723007,68.67427709740572,106.6478144657805,-2.0
7.0,0.9270248108869579,2.0,0.4330127018922193,7.0,0.17945623479827724,220.0,1.695582495781317,64.82966035542701,-0.02939215365704978,59.72072608289261,118.9865677321166,-2.0
3.0,0.5994789404140899,1.0,0.33071891388307384,7.0,0.18752924251545616,158.0,1.5155444566227676,63.02386588140938,-0.03319387461561887,61.60089211525818,93.5475820129306,-2.0
3.0,0.5994789404140899,1.0,0.33071891388307384,7.0,0.16373958725669407,200.0,1.653594569415369,64.86653630672954,-0.02411472856567922,62.26626659685247,101.51052179271504,-2.0
1.0,0.33071891388307384,27.0,1.4523687548277813,7.0,0.17808913512416524,200.0,1.653594569415369,64.20327643173033,-0.026239626469836533,81.29627978083434,21.93171219946131,-2.0
4.0,0.7071067811865476,2.0,0.4330127018922193,7.0,0.18280046949359535,174.0,1.541103500742244,63.30049518910428,-0.02958484254767593,60.981713360135444,80.39900496896712,-2.0
