dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,graph_avg_speed,graph_shortest_distance,label
2.0,0.4330127018922193,299.0,2.912795049432761,1.0,0.28634501460752526,170.0,1.14564392373896,52.25170252815819,-0.062203165229356414,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,391.0,4.470388685561916,1.0,0.2783177059930144,112.0,1.118033988749895,57.17086566568445,-0.026210454209426432,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,27.0,0.8569568250501305,1.0,0.2787518539319229,230.0,1.4577379737113252,39.664796467671415,-0.05594173194857535,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,223.0,2.027159342528357,1.0,0.2819293788442787,200.0,1.3169567191065923,44.11838119620749,-0.05746362940820402,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,145.0,1.7633419974582356,1.0,0.2843106728276596,176.0,1.224744871391589,55.53811121927956,-0.026645933478899535,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,70.0,1.920286436967152,1.0,0.28222683758048517,180.0,1.2747548783981961,50.30842516209764,-0.050157244241869084,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,304.0,3.2307119958300214,1.0,0.28733757201639565,184.0,1.3228756555322954,58.63454454091909,-0.026109380934042137,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,114.0,1.920286436967152,1.0,0.27009183906267376,222.0,1.3693063937629153,43.927128590616945,-0.06266809896655645,40.32352222638783,38.58756276314948,-1.0
3.0,0.4841229182759271,27.0,1.7275343701356567,1.0,0.28622430269292953,232.0,1.479019945774904,47.54977215455032,-0.07569194592192482,42.05948168962618,42.05948168962618,-1.0
2.0,0.4330127018922193,213.0,2.2878756522153907,1.0,0.2862697271078606,186.0,1.346291201783626,52.59346242235583,-0.04534629942701722,42.05948168962618,42.05948168962618,-1.0
1.0,0.33071891388307384,178.0,2.8613807855648994,1.0,0.28254998506386986,212.0,1.25,52.61146498523572,-0.027195699505204562,42.05948168962618,42.05948168962618,-1.0
2.0,0.4330127018922193,88.0,1.8540496217739157,1.0,0.2871426340819078,164.0,1.2686114456365274,51.53116342637001,-0.051637217068460875,42.05948168962618,42.05948168962618,-1.0
