dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,graph_avg_speed,graph_shortest_distance,label
257.0,5.348773223833667,903.0,8.499080832654787,2.0,0.32029709877830226,168.0,1.3169567191065923,62.273734303131754,-0.050955785535662185,43.37099861316438,20.615528128088304,-2.0
90.0,2.8613807855648994,11.0,1.1110243021644486,2.0,0.3262566999035239,180.0,1.4523687548277813,65.43383437871869,-0.045917605509122314,43.37099861316438,20.615528128088304,-2.0
23.0,1.4523687548277813,1.0,0.33071891388307384,2.0,0.33487081733766866,230.0,1.4577379737113252,62.337660209619145,-0.058143544466104924,21.68549930658219,10.307764064044152,-2.0
262.0,5.522680508593631,1992.0,11.065147988165364,2.0,0.323003415342489,212.0,1.4523687548277813,62.05157275402123,-0.03335262557861801,43.37099861316438,20.615528128088304,-2.0
470.0,7.516648189186454,525.0,6.650892797211514,2.0,0.3251532146244782,280.0,1.3635890143294642,62.31409458153093,-0.04891246686592021,43.37099861316438,20.615528128088304,-2.0
174.0,4.2130748865881795,192.0,3.665719574653795,2.0,0.3201177659014692,172.0,1.3635890143294642,65.05063604160699,-0.043629808716671346,43.37099861316438,20.615528128088304,-2.0
87.0,2.521780125229002,10.0,1.0,2.0,0.3305510609284865,180.0,1.4523687548277813,64.82108249000295,-0.045332675500690436,0.0,0.0,-2.0
562.0,8.139410298049853,1263.0,8.894345113610107,2.0,0.32274513618212586,188.0,1.3693063937629153,65.47522438209238,-0.04418257746130776,43.37099861316438,20.615528128088304,-2.0
537.0,7.975548570474635,832.0,7.644442425710328,2.0,0.32695607913128766,198.0,1.2930100540985752,66.24904336678583,-0.0374274129421887,43.37099861316438,20.615528128088304,-2.0
634.0,7.189401922274203,1204.0,8.336666000266533,2.0,0.3178966261766247,256.0,1.3228756555322954,60.946038057295524,-0.04491268771961347,43.37099861316438,20.615528128088304,-2.0
17.0,1.3169567191065923,39.0,1.4947825928876748,2.0,0.31629935051742836,184.0,1.4947825928876748,63.130269087396215,-0.04772328377071535,0.0,0.0,-2.0
515.0,7.490619133289317,1247.0,7.639330795298761,2.0,0.32136729197249636,306.0,1.1388041973930374,64.16938621984986,-0.046905814925652774,43.37099861316438,20.615528128088304,-2.0
3.0,0.4841229182759271,181.0,3.585997071945263,2.0,0.32228013037704195,180.0,1.2747548783981961,64.29109586389869,-0.041432286454271064,54.748733855702426,48.82622246293481,-2.0
457.0,6.163146517810525,1641.0,10.129628571670336,2.0,0.3204659499146622,182.0,1.4737282653189494,62.953085692805665,-0.04228601602087999,0.0,0.0,-2.0
203.0,4.567206476611277,208.0,4.444097208657794,2.0,0.3285612749275229,232.0,1.479019945774904,64.66706835427867,-0.03927389792340805,43.37099861316438,20.615528128088304,-2.0
86.0,2.7726341266023544,163.0,3.6721077053920954,2.0,0.3299693808138199,182.0,1.299038105676658,62.05380437615325,-0.059037213447991156,0.0,0.0,-2.0
321.0,6.323319934970869,1127.0,8.652131240336105,2.0,0.3301782222231988,238.0,1.340475661845451,62.67432060274807,-0.04739414707364099,21.68549930658219,10.307764064044152,-2.0
467.0,6.584783595532961,1470.0,9.908960591303208,2.0,0.3340634683446126,194.0,1.243734296383275,64.69520954951079,-0.047803080565269905,33.13419779190711,59.20309089123778,-2.0
372.0,6.777720855862979,874.0,7.280109889280518,2.0,0.33190369764690414,300.0,1.346291201783626,65.38644171395643,-0.037230060540440264,43.37099861316438,20.615528128088304,-2.0
260.0,5.425633603552677,1569.0,9.675193796508678,2.0,0.32688846761751894,200.0,1.5,62.35034141765301,-0.04731873630299614,21.68549930658219,10.307764064044152,-2.0
17.0,1.3169567191065923,9.0,0.9921567416492215,2.0,0.3223536621342409,154.0,1.3228756555322954,63.22071928797804,-0.04201651905364676,43.37099861316438,20.615528128088304,-2.0
