dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,label
1.0,0.33071891388307384,70.0,2.384848003542364,2.0,0.2657891748793783,214.0,1.4737282653189494,49.63133355405593,-0.056948638398382476,-2.0
1.0,0.33071891388307384,80.0,1.5612494995995996,2.0,0.2585028806335217,236.0,1.6909686573085854,59.83407382203963,-0.026879202117144868,-2.0
1.0,0.33071891388307384,21.0,0.8569568250501305,2.0,0.2655070343601774,192.0,1.4142135623730951,49.335923882754514,-0.05871228092878095,-2.0
1.0,0.33071891388307384,56.0,1.984313483298443,2.0,0.26605859362090234,198.0,1.2930100540985752,50.18988785875073,-0.05554804383829527,-2.0
1.0,0.33071891388307384,58.0,1.479019945774904,2.0,0.2677138283307219,144.0,1.1989578808281798,52.48330244760919,-0.0494022347013189,-2.0
1.0,0.33071891388307384,78.0,2.165063509461097,2.0,0.26502178718676467,200.0,1.5,56.15246772551053,-0.0341249980415952,-2.0
1.0,0.33071891388307384,68.0,1.5,2.0,0.26582378977619187,238.0,1.541103500742244,53.86609522607531,-0.04083641381435523,-2.0
1.0,0.33071891388307384,62.0,1.224744871391589,2.0,0.2597670752682611,204.0,1.541103500742244,49.75308536441727,-0.05973584539067195,-2.0
1.0,0.33071891388307384,87.0,1.996089927833914,2.0,0.26394902220548,200.0,1.5,51.67978929322138,-0.04818868686367449,-2.0
1.0,0.33071891388307384,22.0,0.7071067811865476,2.0,0.2706474363011733,194.0,1.4361406616345072,53.959622772867625,-0.04432802682403414,-2.0
1.0,0.33071891388307384,21.0,0.8569568250501305,2.0,0.2597094099236962,232.0,1.653594569415369,54.64992571163058,-0.033366228144493804,-2.0
1.0,0.33071891388307384,54.0,2.1213203435596424,2.0,0.2655215012384922,136.0,1.2686114456365274,51.43301601189554,-0.051321031205035436,-2.0
1.0,0.33071891388307384,35.0,1.3169567191065923,2.0,0.27062492154046575,248.0,1.4523687548277813,52.159817617013516,-0.04074753581314802,-2.0
1.0,0.33071891388307384,37.0,1.0532687216470449,2.0,0.26106031060386575,242.0,1.5811388300841898,52.30194803297865,-0.04856195759912926,-2.0
1.0,0.33071891388307384,19.0,0.6959705453537527,2.0,0.25552440409101357,202.0,1.5206906325745548,52.47463794964503,-0.04670895529912418,-2.0
1.0,0.33071891388307384,61.0,2.027159342528357,2.0,0.26033473422107084,206.0,1.3863170633011772,47.41797366961345,-0.06620792727194996,-2.0
1.0,0.33071891388307384,22.0,0.7071067811865476,2.0,0.2674609244067738,172.0,1.3635890143294642,46.87807195613882,-0.06373102559982044,-2.0
1.0,0.33071891388307384,27.0,0.8569568250501305,2.0,0.2655772275579543,260.0,1.5761900266148114,51.553046610656544,-0.042129123911291845,-2.0
1.0,0.33071891388307384,49.0,1.2686114456365274,2.0,0.2581891262940947,246.0,1.620185174601965,61.44002107982355,-0.02836288393944207,-2.0
1.0,0.33071891388307384,91.0,2.117634293262177,2.0,0.26311953954882933,228.0,1.4361406616345072,53.86745290539911,-0.043943631990158966,-2.0
1.0,0.33071891388307384,31.0,1.1110243021644486,2.0,0.26091015140835755,178.0,1.4306903927824497,51.82955592448681,-0.04968836320155648,-2.0
1.0,0.33071891388307384,22.0,0.7071067811865476,2.0,0.2600474408446656,154.0,1.3228756555322954,50.096569064809785,-0.04778230315656714,-2.0
2.0,0.5,95.0,2.2325713874364688,2.0,0.26800395880361466,148.0,1.25,52.989702535332476,-0.038211649358321574,-2.0
1.0,0.33071891388307384,90.0,1.920286436967152,2.0,0.2621400875556014,194.0,1.4361406616345072,60.471095940661634,-0.030497965860387787,-2.0
1.0,0.33071891388307384,63.0,1.8328597873268975,2.0,0.2669180739361868,184.0,1.3228756555322954,54.1554690039571,-0.04546475745577386,-2.0
1.0,0.33071891388307384,40.0,1.0,2.0,0.2638672597777245,162.0,1.243734296383275,50.184100835586605,-0.054641432904145734,-2.0
1.0,0.33071891388307384,150.0,2.8613807855648994,2.0,0.26143627605859115,130.0,1.192424001771182,55.8183887931058,-0.03537352721143523,-2.0
1.0,0.33071891388307384,184.0,2.6457513110645907,2.0,0.2666762448724141,182.0,1.4737282653189494,56.45801619799952,-0.04325250510321127,-2.0
1.0,0.33071891388307384,80.0,1.5612494995995996,2.0,0.25646833823683035,200.0,1.5,58.47111051709988,-0.029625213469609377,-2.0
1.0,0.33071891388307384,92.0,1.984313483298443,2.0,0.2661195772891918,132.0,1.2183492931011204,49.899045945030444,-0.05739619037211416,-2.0
1.0,0.33071891388307384,19.0,0.6959705453537527,2.0,0.2635049058496229,196.0,1.4577379737113252,54.33703289540729,-0.038441267790224554,-2.0
1.0,0.33071891388307384,28.0,0.6614378277661477,2.0,0.26158230576971675,164.0,1.4361406616345072,53.95704564947024,-0.039313927463051596,-2.0
1.0,0.33071891388307384,39.0,1.4947825928876748,2.0,0.27463411072247834,194.0,1.4361406616345072,51.37605393435241,-0.04844237186844917,-2.0
1.0,0.33071891388307384,53.0,1.4523687548277813,2.0,0.2570939163000854,194.0,1.4361406616345072,50.243389794614885,-0.05593410642507911,-2.0
1.0,0.33071891388307384,53.0,0.9921567416492215,2.0,0.2613488057349419,204.0,1.541103500742244,53.66335548205552,-0.03608868297704554,-2.0
1.0,0.33071891388307384,59.0,1.964529205687714,2.0,0.2608659357214424,172.0,1.3635890143294642,52.32239273464528,-0.047139364844737214,-2.0
1.0,0.33071891388307384,7.0,0.6959705453537527,2.0,0.2620217084813113,188.0,1.5360257159305635,50.22691993126464,-0.053669700371660814,-2.0
1.0,0.33071891388307384,132.0,3.3819373146171707,2.0,0.2640071636413113,176.0,1.4086784586980805,59.22538949501382,-0.03495038686346037,-2.0
1.0,0.33071891388307384,64.0,1.3228756555322954,2.0,0.2684553702700991,128.0,1.165922381636102,54.42820643993878,-0.04712572816551858,-2.0
1.0,0.33071891388307384,42.0,1.118033988749895,2.0,0.2608691635216558,230.0,1.6345871038277526,57.013968527026236,-0.03639554460371423,-2.0
1.0,0.33071891388307384,38.0,1.299038105676658,2.0,0.27094147514210026,148.0,1.25,52.03414668255563,-0.04639078225235446,-2.0
1.0,0.33071891388307384,131.0,2.8476964374736293,2.0,0.26504042819841156,152.0,1.299038105676658,54.95345505949446,-0.0380793078313433,-2.0
1.0,0.33071891388307384,217.0,3.739568825412898,2.0,0.26356292106897355,230.0,1.6345871038277526,58.08158157170193,-0.031489235011452316,-2.0
1.0,0.33071891388307384,39.0,1.165922381636102,2.0,0.2603165858046298,198.0,1.479019945774904,51.65056071821545,-0.05286978115509883,-2.0
1.0,0.33071891388307384,39.0,1.165922381636102,2.0,0.2613714674638897,204.0,1.541103500742244,47.70181037835329,-0.05495176888235743,-2.0
1.0,0.33071891388307384,51.0,1.3635890143294642,2.0,0.27045440285864725,214.0,1.2747548783981961,47.227734303800325,-0.07025589092157944,-2.0
1.0,0.33071891388307384,100.0,2.7271780286589284,2.0,0.26591390441036816,206.0,1.3863170633011772,53.09285139884185,-0.050123724488104086,-2.0
1.0,0.33071891388307384,13.0,0.5994789404140899,2.0,0.26401906758017213,184.0,1.3228756555322954,47.761318857059976,-0.06349177638201627,-2.0
1.0,0.33071891388307384,15.0,0.7806247497997998,2.0,0.2588452971221608,182.0,1.4737282653189494,54.81290226671463,-0.03750632719527325,-2.0
0.0,0.0,117.0,2.521780125229002,2.0,0.265385465682017,178.0,1.4306903927824497,59.75549380567633,-0.024713198322192275,-2.0
1.0,0.33071891388307384,97.0,1.964529205687714,2.0,0.26170002399167885,148.0,1.25,51.068728784525206,-0.055785810968438106,-2.0
1.0,0.33071891388307384,65.0,1.899835519196333,2.0,0.2708334817178438,176.0,1.4086784586980805,51.28301480714453,-0.051766062894705006,-2.0
1.0,0.33071891388307384,23.0,0.9921567416492215,2.0,0.26694889307299907,202.0,1.5206906325745548,51.89440702900485,-0.05456393293382567,-2.0
2.0,0.5,86.0,1.3228756555322954,2.0,0.26494825385745246,168.0,1.479019945774904,57.66783274975246,-0.034634794980342345,-2.0
1.0,0.33071891388307384,54.0,2.1213203435596424,2.0,0.26412789186844526,144.0,1.1989578808281798,54.874212531843774,-0.0410076573327202,-2.0
1.0,0.33071891388307384,97.0,1.964529205687714,2.0,0.2605867217883399,170.0,1.5,53.716467751743735,-0.04484098632367217,-2.0
1.0,0.33071891388307384,29.0,0.9921567416492215,2.0,0.2695904634601736,220.0,1.5360257159305635,45.240138260637444,-0.08442005164588749,-2.0
1.0,0.33071891388307384,27.0,0.8569568250501305,2.0,0.26680584473964436,229.0,1.5832990676116752,57.319514572244174,-0.03202618976627922,-2.0
1.0,0.33071891388307384,41.0,1.2686114456365274,2.0,0.26973718530324436,202.0,1.5206906325745548,45.831536008629335,-0.07380949591791394,-2.0
1.0,0.33071891388307384,74.0,1.299038105676658,2.0,0.26348074813111316,182.0,1.299038105676658,51.256962988325206,-0.05253085760987476,-2.0
2.0,0.5,54.0,1.6583123951777,2.0,0.257665824947189,188.0,1.5360257159305635,54.691142752996164,-0.0348813823211474,-2.0
1.0,0.33071891388307384,27.0,1.2183492931011204,2.0,0.2636490973028642,242.0,1.5811388300841898,56.58022683300367,-0.03636063949023773,-2.0
1.0,0.33071891388307384,15.0,0.7806247497997998,2.0,0.266580618762779,226.0,1.4142135623730951,52.3244276786365,-0.04805871715097165,-2.0
1.0,0.33071891388307384,26.0,1.299038105676658,2.0,0.2619783726168855,182.0,1.4737282653189494,57.14178286187566,-0.03476743492772352,-2.0
1.0,0.33071891388307384,237.0,3.550968177835448,2.0,0.2659269788990859,196.0,1.2686114456365274,56.1675819203761,-0.0415152992932842,-2.0
1.0,0.33071891388307384,75.0,1.9324531042175384,2.0,0.2638280808523359,186.0,1.346291201783626,48.272036188941435,-0.05909135003598516,-2.0
1.0,0.33071891388307384,37.0,1.4086784586980805,2.0,0.26369818994948796,204.0,1.541103500742244,48.75577973947748,-0.06743554610517344,-2.0
1.0,0.33071891388307384,75.0,1.5761900266148114,2.0,0.26360210545429624,162.0,1.4142135623730951,54.46546018367725,-0.04287934524901061,-2.0
1.0,0.33071891388307384,9.0,0.5994789404140899,2.0,0.27122776086004313,172.0,1.3635890143294642,50.93237566468123,-0.04872099194111808,-2.0
1.0,0.33071891388307384,27.0,1.2183492931011204,2.0,0.26433985270742555,190.0,1.5562374497485916,49.994971847826314,-0.05355834832116174,-2.0
1.0,0.33071891388307384,155.0,2.496873044429772,2.0,0.2701543740853051,190.0,1.3919410907075054,50.570011261439966,-0.055800140785918634,-2.0
1.0,0.33071891388307384,99.0,1.6153559979150107,2.0,0.268314737391298,160.0,1.2183492931011204,53.736842775467686,-0.04328636512666499,-2.0
