dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,label
0.0,0.0,60.0,1.118033988749895,5.0,0.21017649201086033,208.0,1.5811388300841898,44.66350465169363,-0.03471491624931062,-2.0
0.0,0.0,34.0,1.6393596310755,5.0,0.20769061770073027,216.0,1.4947825928876748,42.49929539901193,-0.036460816973777184,-2.0
0.0,0.0,258.0,4.031128874149275,5.0,0.2345507619027536,232.0,1.653594569415369,46.85009838993634,-0.037383302057570775,-2.0
0.0,0.0,13.0,0.5994789404140899,5.0,0.21530734662279732,232.0,1.8027756377319946,35.71664013034289,-0.03666694692001349,-2.0
0.0,0.0,4.0,0.5,6.0,0.21619944157725474,248.0,1.6393596310755,45.29699100396443,-0.05152438229318534,-2.0
0.0,0.0,6.0,0.4330127018922193,5.0,0.2007377887749591,150.0,1.4306903927824497,47.64583091471141,-0.03437219031098983,-2.0
0.0,0.0,41.0,1.2686114456365274,5.0,0.20500850354123415,232.0,1.653594569415369,47.909109206796565,-0.043226660749872206,-2.0
0.0,0.0,68.0,2.5,5.0,0.21401644512485357,214.0,1.4737282653189494,43.76107342242919,-0.057467325454297724,-2.0
0.0,0.0,38.0,1.5811388300841898,5.0,0.2311644884452566,172.0,1.5206906325745548,41.93756317755539,-0.046176754255469195,-2.0
0.0,0.0,13.0,0.9270248108869579,6.0,0.20479228977861058,218.0,1.6770509831248424,39.377088376479044,-0.06599197075996324,-2.0
0.0,0.0,53.0,2.315032397181517,5.0,0.22846761033558322,210.0,1.6007810593582121,46.76194773717521,-0.030629935528588642,-2.0
0.0,0.0,15.0,0.7806247497997998,6.0,0.2105406414496944,208.0,1.5811388300841898,40.83402399546416,-0.059589172631397486,-2.0
0.0,0.0,26.0,1.299038105676658,6.0,0.21384340566605717,240.0,1.7275343701356567,42.80641077053978,-0.038481691252483415,-2.0
0.0,0.0,1.0,0.33071891388307384,5.0,0.21472084856003718,236.0,1.8371173070873836,39.39099694597101,-0.06280482780619641,-2.0
0.0,0.0,8.0,0.6614378277661477,5.0,0.22984985371009928,236.0,1.6909686573085854,38.41386811005116,0.05909436070556714,-2.0
0.0,0.0,22.0,1.3228756555322954,5.0,0.22502590848349946,246.0,1.620185174601965,42.61976301070312,-0.05724118966993549,-2.0
0.0,0.0,15.0,0.7806247497997998,5.0,0.20215969877302606,238.0,1.709349291397168,41.08856019600515,-0.05596439406419629,-2.0
0.0,0.0,164.0,3.774917217635375,5.0,0.21388885462468327,212.0,1.620185174601965,44.65178930324341,-0.040137254392172424,-2.0
0.0,0.0,181.0,3.3517719194479807,5.0,0.2174149537808198,168.0,1.479019945774904,41.368361359276115,-0.046093059564672204,-2.0
0.0,0.0,16.0,0.6614378277661477,5.0,0.21456803534168992,210.0,1.4306903927824497,45.840452597402674,-0.053794215371996724,-2.0
0.0,0.0,11.0,0.7806247497997998,5.0,0.23027845351169549,236.0,1.6909686573085854,36.409790256960555,-0.09669575396287784,-2.0
0.0,0.0,3.0,0.4841229182759271,5.0,0.2174454449364135,212.0,1.620185174601965,41.17517968745255,-0.07673079699837398,-2.0
0.0,0.0,25.0,1.5360257159305635,6.0,0.2193986142728566,208.0,1.4086784586980805,50.26694019224496,-0.03204751217665794,-2.0
0.0,0.0,5.0,0.4841229182759271,6.0,0.21471243444442786,222.0,1.5562374497485916,45.22087974633041,-0.030877709891609928,-2.0
0.0,0.0,15.0,1.3169567191065923,5.0,0.24744379130497407,228.0,1.6153559979150107,46.118991897828955,0.07961289822086601,-2.0
0.0,0.0,151.0,2.394655507583502,5.0,0.20092242429912016,218.0,1.6770509831248424,46.088534001323374,-0.03843194135254367,-2.0
0.0,0.0,17.0,1.165922381636102,5.0,0.2318814961659614,250.0,1.8157298807917437,38.10150140671488,-0.07516382033526431,-2.0
0.0,0.0,31.0,1.4086784586980805,5.0,0.20754110769240977,236.0,1.6909686573085854,44.253354231404096,-0.049831395899800436,-2.0
0.0,0.0,11.0,0.7806247497997998,5.0,0.23136133052756164,218.0,1.5155444566227676,43.09483438395596,-0.06979383357226318,-2.0
0.0,0.0,17.0,0.9270248108869579,5.0,0.226496227846596,218.0,1.5155444566227676,39.849625239911695,-0.08936292441550098,-2.0
0.0,0.0,4.0,0.6614378277661477,6.0,0.2317098295393691,218.0,1.5155444566227676,41.517763883785,-0.047380759204088616,-2.0
0.0,0.0,1.0,0.33071891388307384,5.0,0.22711166249471504,188.0,1.5360257159305635,45.126709605648955,-0.057241111140922195,-2.0
0.0,0.0,2.0,0.4330127018922193,5.0,0.20885381403838219,216.0,1.6583123951777,40.99129547253477,-0.05289072179593591,-2.0
0.0,0.0,125.0,2.7128168017763383,5.0,0.22043330006586595,186.0,1.5155444566227676,44.295222946997114,-0.02318338133939124,-2.0
0.0,0.0,37.0,1.4086784586980805,5.0,0.23231049025741765,254.0,1.695582495781317,45.233591023590364,-0.0354060234720144,-2.0
0.0,0.0,51.0,1.6909686573085854,5.0,0.22002100828023805,226.0,1.4142135623730951,46.30273338635393,-0.04350451866967671,-2.0
0.0,0.0,19.0,1.0532687216470449,5.0,0.22602310582072238,154.0,1.3228756555322954,55.26839169146649,-0.01870974500843571,-2.0
