dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,label
1.0,0.33071891388307384,64.0,2.0,4.0,0.26094888123978816,178.0,1.4306903927824497,47.191424361942396,-0.05689030313348514,0.0
1.0,0.33071891388307384,19.0,1.0532687216470449,4.0,0.27260609572559086,174.0,1.3863170633011772,38.548752968427536,-0.11111155445028309,0.0
1.0,0.33071891388307384,12.0,0.7071067811865476,4.0,0.27423087220784287,166.0,1.4577379737113252,47.018434321260266,-0.05747467356870088,0.0
1.0,0.33071891388307384,132.0,3.2015621187164243,4.0,0.26735535916118397,180.0,1.2747548783981961,50.81640689433027,-0.05195143389235106,0.0
1.0,0.33071891388307384,20.0,0.9682458365518543,4.0,0.2623657906025879,198.0,1.479019945774904,42.88095390862566,-0.06522599362302181,0.0
1.0,0.33071891388307384,20.0,0.9682458365518543,4.0,0.26343211103886804,236.0,1.5206906325745548,43.78329287882718,-0.06945945069672516,0.0
1.0,0.33071891388307384,77.0,2.4717149916606487,4.0,0.26608637553007264,182.0,1.4737282653189494,46.74515133904096,-0.05188600039578753,0.0
1.0,0.33071891388307384,160.0,3.3166247903554,4.0,0.26584149375560295,184.0,1.4947825928876748,52.97831627261352,-0.04302295090269197,0.0
1.0,0.33071891388307384,7.0,0.8569568250501305,4.0,0.26001801764642885,222.0,1.3693063937629153,45.451270758966,-0.05969503721678957,0.0
1.0,0.33071891388307384,35.0,1.5761900266148114,4.0,0.2684885437920127,198.0,1.479019945774904,48.037582708456604,-0.05204271623570714,0.0
0.0,0.0,160.0,3.3166247903554,4.0,0.2604452300600261,158.0,1.3693063937629153,48.443037247276784,-0.050386965650408885,0.0
0.0,0.0,33.0,1.4947825928876748,4.0,0.26112016270759586,158.0,1.3693063937629153,43.3638428215509,-0.09077657731556892,0.0
0.0,0.0,55.0,2.057759704144291,4.0,0.25787942847617745,192.0,1.4142135623730951,45.87347890029216,-0.059066108355716074,0.0
1.0,0.33071891388307384,8.0,0.6614378277661477,4.0,0.2694101199018736,222.0,1.5562374497485916,37.66012818206203,-0.11980289744964884,0.0
1.0,0.33071891388307384,68.0,2.1213203435596424,4.0,0.26047496246857293,174.0,1.3863170633011772,48.53142508086706,-0.05548201891275474,0.0
1.0,0.33071891388307384,21.0,0.8569568250501305,4.0,0.2657186364911759,184.0,1.4947825928876748,42.99124508582883,-0.0792693614876356,0.0
1.0,0.33071891388307384,45.0,1.4523687548277813,4.0,0.2635229743559873,142.0,1.1726039399558574,46.248960956119504,-0.05839866431070284,0.0
0.0,0.0,33.0,1.2183492931011204,4.0,0.2655276893646886,168.0,1.3169567191065923,45.393774374407975,-0.05519299810992675,0.0
2.0,0.4330127018922193,66.0,1.7853571071357126,4.0,0.2719656430147922,178.0,1.4306903927824497,48.028886545049474,-0.05591279120198368,0.0
1.0,0.33071891388307384,26.0,1.0,4.0,0.25627035725638153,212.0,1.4523687548277813,47.36617757811027,-0.04869939053356341,0.0
1.0,0.33071891388307384,21.0,0.8569568250501305,4.0,0.2721229559085262,186.0,1.346291201783626,43.8867840315465,-0.0567430911796992,0.0
2.0,0.4330127018922193,46.0,1.3228756555322954,4.0,0.2575412397488925,194.0,1.4361406616345072,46.06534355376764,-0.06669920480128042,0.0
1.0,0.33071891388307384,37.0,1.4086784586980805,4.0,0.27028788513186,208.0,1.4086784586980805,47.60005342091076,-0.060413592818158765,0.0
2.0,0.4330127018922193,31.0,1.6153559979150107,4.0,0.27128906158229016,212.0,1.4523687548277813,38.759240270996564,-0.12464136505281156,0.0
1.0,0.33071891388307384,55.0,2.057759704144291,4.0,0.27583141678611334,210.0,1.4306903927824497,43.84825046267209,-0.06689762652899811,0.0
1.0,0.33071891388307384,26.0,1.299038105676658,4.0,0.2728641293468014,222.0,1.5562374497485916,37.120574002817804,-0.12594756059072273,0.0
1.0,0.33071891388307384,51.0,1.6909686573085854,4.0,0.2675490791145105,132.0,1.2183492931011204,50.96191844830455,-0.041759493878066864,0.0
2.0,0.4330127018922193,122.0,3.0,4.0,0.26438217606017855,188.0,1.5360257159305635,53.27526731483207,-0.040439026855373136,0.0
1.0,0.33071891388307384,39.0,1.165922381636102,4.0,0.26337498735006154,200.0,1.5,41.336041708030145,-0.08546253777709023,0.0
1.0,0.33071891388307384,15.0,0.7806247497997998,4.0,0.2622239867420389,236.0,1.5206906325745548,40.60784187733757,-0.103627541707587,0.0
1.0,0.33071891388307384,84.0,2.0615528128088303,4.0,0.2559580743901054,176.0,1.4086784586980805,45.40621264267932,-0.06049030718100953,0.0
1.0,0.33071891388307384,27.0,1.2183492931011204,4.0,0.2706703368515226,206.0,1.3863170633011772,42.834670677207825,-0.07897397012145627,0.0
1.0,0.33071891388307384,31.0,1.4086784586980805,4.0,0.2700239886189606,250.0,1.6583123951777,39.24810176730977,-0.11520066663674747,0.0
0.0,0.0,21.0,1.165922381636102,4.0,0.26117564301964846,166.0,1.2930100540985752,52.54057908438714,-0.037182299141925744,0.0
1.0,0.33071891388307384,37.0,1.0532687216470449,4.0,0.2548181395349766,202.0,1.5206906325745548,47.05374376170927,-0.052125860567820474,0.0
1.0,0.33071891388307384,23.0,0.9921567416492215,4.0,0.28373076296354666,186.0,1.5155444566227676,40.76901011167113,-0.10047966619520152,0.0
1.0,0.33071891388307384,24.0,0.8660254037844386,4.0,0.26782315641681553,194.0,1.4361406616345072,42.72962574210942,-0.07754564125040492,0.0
1.0,0.33071891388307384,9.0,0.5994789404140899,4.0,0.2641793718987067,180.0,1.4523687548277813,44.9493394106773,-0.05121487517432052,0.0
2.0,0.4330127018922193,26.0,1.299038105676658,4.0,0.26870363825877297,154.0,1.3228756555322954,39.324072151537685,-0.12808210338647683,0.0
1.0,0.33071891388307384,24.0,1.1989578808281798,4.0,0.265415114210265,146.0,1.3863170633011772,46.945406898540476,-0.050367726099461094,0.0
1.0,0.33071891388307384,18.0,0.82915619758885,4.0,0.26553341667834024,188.0,1.3693063937629153,45.91858277016106,-0.057914148273395374,0.0
1.0,0.33071891388307384,26.0,1.0,4.0,0.26833688958464774,148.0,1.25,46.243925006960694,-0.05929868616108705,0.0
1.0,0.33071891388307384,12.0,0.7071067811865476,4.0,0.2619730311420881,202.0,1.5206906325745548,41.46888543361336,-0.10337415182075413,0.0
1.0,0.33071891388307384,30.0,1.479019945774904,4.0,0.24904036424189543,188.0,1.5360257159305635,44.88404460166105,-0.06997235270791538,0.0
1.0,0.33071891388307384,41.0,1.2686114456365274,4.0,0.26284448435079044,238.0,1.541103500742244,49.67252159424065,-0.049433577167612916,0.0
1.0,0.33071891388307384,95.0,2.7128168017763383,4.0,0.2747723442116482,258.0,1.5562374497485916,44.08709566327034,-0.059286102834690636,0.0
0.0,0.0,6.0,0.4330127018922193,4.0,0.2691213917997723,192.0,1.4142135623730951,41.46580032107503,-0.07914723673354412,0.0
1.0,0.33071891388307384,18.0,0.82915619758885,4.0,0.26957109505650784,238.0,1.709349291397168,38.5123821657098,-0.10092853075664328,0.0
1.0,0.33071891388307384,18.0,0.82915619758885,4.0,0.27290125946670635,178.0,1.4306903927824497,45.8250830278751,-0.055371666730912615,0.0
2.0,0.4330127018922193,17.0,0.9270248108869579,4.0,0.26121207864736234,216.0,1.4947825928876748,41.27778893768029,-0.10879904287503789,0.0
2.0,0.4330127018922193,29.0,0.9921567416492215,4.0,0.26909152575624096,226.0,1.4142135623730951,38.19414932769952,-0.12924185149582562,0.0
1.0,0.33071891388307384,12.0,0.7071067811865476,4.0,0.26601403535245377,180.0,1.4523687548277813,42.58899684496942,-0.09943417246031952,0.0
1.0,0.33071891388307384,22.0,1.3228756555322954,4.0,0.2695267614673248,204.0,1.3635890143294642,42.369052942398895,-0.07637608598441849,0.0
0.0,0.0,12.0,0.7071067811865476,4.0,0.27394281481264754,277.0,1.6929887588226922,41.012190217387456,-0.073315093524881,0.0
1.0,0.33071891388307384,15.0,1.2183492931011204,4.0,0.2687245823727128,194.0,1.4361406616345072,37.96791239675684,-0.11339578630049107,0.0
1.0,0.33071891388307384,41.0,1.964529205687714,4.0,0.27064168278165407,168.0,1.3169567191065923,39.37491529630055,-0.09088170834950399,0.0
2.0,0.4330127018922193,131.0,3.07967124868873,4.0,0.27148892574800343,176.0,1.224744871391589,47.47233536339475,-0.05768135300538245,0.0
1.0,0.33071891388307384,23.0,1.4523687548277813,4.0,0.2666660762975128,168.0,1.479019945774904,48.4610446161742,-0.045580391492122896,0.0
1.0,0.33071891388307384,5.0,0.6959705453537527,4.0,0.2602058439692001,168.0,1.3169567191065923,45.343678796545305,-0.07044258852672869,0.0
