dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,graph_avg_speed,graph_shortest_distance,label
0.0,0.0,77.0,1.165922381636102,4.0,0.24200529145472557,182.0,1.4737282653189494,41.73658910857974,-0.06125868937652205,0.0,0.0,-2.0
0.0,0.0,40.0,1.3919410907075054,4.0,0.24236556073732035,218.0,1.5155444566227676,48.433771006983804,-0.03345805929405556,0.0,0.0,-2.0
0.0,0.0,25.0,1.5360257159305635,4.0,0.2338407829780699,214.0,1.6393596310755,45.49818518385156,-0.07263814546976055,0.0,0.0,-2.0
0.0,0.0,37.0,1.0532687216470449,4.0,0.23677427717565017,196.0,1.4577379737113252,47.851485764879556,-0.06028199951221234,0.0,0.0,-2.0
1.0,0.33071891388307384,82.0,1.6393596310755,4.0,0.23243599462733497,236.0,1.5206906325745548,42.5201030804959,-0.07327932418748734,55.83230859788673,40.19950248448356,-2.0
0.0,0.0,36.0,1.5,5.0,0.2238378197286296,210.0,1.4306903927824497,46.9222706191883,-0.045677538885276606,0.0,0.0,-2.0
1.0,0.33071891388307384,73.0,2.1469455046647083,5.0,0.24252050595714797,180.0,1.4523687548277813,47.06893301825568,-0.05794344448622275,0.0,0.0,-2.0
0.0,0.0,61.0,2.027159342528357,4.0,0.24642867344174943,180.0,1.4523687548277813,43.64774963120037,-0.05223880943126881,0.0,0.0,-2.0
0.0,0.0,60.0,1.118033988749895,2.0,0.2235098620860805,211.0,1.5709148409446008,43.28889176092574,-0.06211692386129504,0.0,0.0,-2.0
0.0,0.0,168.0,2.23606797749979,4.0,0.24029733194368152,220.0,1.5360257159305635,55.3335277532772,-0.03279405160610688,0.0,0.0,-2.0
0.0,0.0,44.0,1.224744871391589,4.0,0.24649549031117554,244.0,1.6007810593582121,48.55527820445275,-0.043410662427760226,0.0,0.0,-2.0
0.0,0.0,37.0,1.4086784586980805,3.0,0.22904366239403334,200.0,1.5,46.17093510385493,-0.0549840916948918,0.0,0.0,-2.0
0.0,0.0,30.0,0.82915619758885,4.0,0.23714215925050847,228.0,1.6153559979150107,45.57421506527735,-0.04117094105971863,0.0,0.0,-2.0
0.0,0.0,10.0,0.82915619758885,4.0,0.23478098030541933,188.0,1.5360257159305635,42.742608416007286,-0.051893399011864676,0.0,0.0,-2.0
0.0,0.0,16.0,1.0,4.0,0.2476574050435835,218.0,1.5155444566227676,44.548592015582514,-0.06718855208254668,0.0,0.0,-2.0
0.0,0.0,16.0,1.0,3.0,0.21534606891934527,202.0,1.5206906325745548,44.706654732100276,-0.06538613592092171,0.0,0.0,-2.0
0.0,0.0,11.0,0.9921567416492215,4.0,0.22338106862144552,216.0,1.4947825928876748,47.56280296986023,-0.048290603535453946,0.0,0.0,-2.0
0.0,0.0,36.0,1.1989578808281798,2.0,0.2505272308842958,194.0,1.4361406616345072,44.88904393277944,-0.054818410724752735,0.0,0.0,-2.0
