dep_red,dep_sd,hyp_red,hyp_sd,fwhm_count,fwhm_sd,da,da_sd,Magnitude_SD,magnitude_skewness,graph_avg_speed,graph_shortest_distance,label
5.0,0.4841229182759271,12.0,0.9682458365518543,1.0,0.28954088829258723,244.0,1.6007810593582121,53.995215240670554,-0.04482525653836773,0.0,0.0,-1.0
9.0,0.5994789404140899,21.0,1.165922381636102,1.0,0.2912404922683826,172.0,1.3635890143294642,55.60063861460985,-0.04451342631870431,0.0,0.0,-1.0
9.0,0.5994789404140899,12.0,1.118033988749895,1.0,0.28949343088859425,160.0,1.3919410907075054,54.01946429558091,-0.05330503754728617,0.0,0.0,-1.0
12.0,0.7071067811865476,6.0,0.8660254037844386,1.0,0.2911831046528068,152.0,1.299038105676658,54.69855336295604,-0.05081735145389568,0.0,0.0,-1.0
14.0,0.8660254037844386,19.0,1.4947825928876748,1.0,0.2941308344004615,206.0,1.5612494995995996,50.201344954695074,-0.060773807967614536,0.0,0.0,-1.0
9.0,0.5994789404140899,27.0,1.2183492931011204,1.0,0.2910300113961701,260.0,1.5761900266148114,54.56933910740146,-0.04364900614178516,0.0,0.0,-1.0
6.0,0.4330127018922193,29.0,1.5360257159305635,1.0,0.29080193350693023,184.0,1.4947825928876748,54.668137831518465,-0.04788847081779382,0.0,0.0,-1.0
6.0,0.4330127018922193,14.0,1.3228756555322954,1.0,0.2902559941547938,204.0,1.3635890143294642,56.56241495030476,-0.042296288755651744,0.0,0.0,-1.0
14.0,0.8660254037844386,11.0,0.7806247497997998,1.0,0.29274578143350133,264.0,1.6153559979150107,49.52634698460323,-0.06563103854565679,0.0,0.0,-1.0
6.0,0.4330127018922193,36.0,1.5,1.0,0.2902591246021857,242.0,1.5811388300841898,54.87347294196243,-0.043196957931372494,0.0,0.0,-1.0
12.0,0.7071067811865476,44.0,1.8027756377319946,1.0,0.2899849976614546,160.0,1.3919410907075054,52.35063655485681,-0.047679561626828855,0.0,0.0,-1.0
9.0,0.5994789404140899,8.0,1.0,1.0,0.2895047501902487,202.0,1.5206906325745548,51.489055964321,-0.056997029292603536,0.0,0.0,-1.0
4.0,0.5,17.0,1.165922381636102,1.0,0.29148869422445833,242.0,1.5811388300841898,53.71854935957413,-0.04753353037920216,0.0,0.0,-1.0
14.0,0.8660254037844386,9.0,0.5994789404140899,1.0,0.2907233350950233,216.0,1.4947825928876748,56.297873409826444,-0.0399002526874269,0.0,0.0,-1.0
9.0,0.5994789404140899,43.0,1.8666480653835098,1.0,0.28943562538566686,240.0,1.5612494995995996,53.48338423599277,-0.054601530500580184,0.0,0.0,-1.0
12.0,0.7071067811865476,18.0,1.118033988749895,1.0,0.29090530007673776,252.0,1.4947825928876748,53.27360286209957,-0.04766954428166369,0.0,0.0,-1.0
